,item_id,recommend,user_id,sentiment_analysis,date
21372,252950,True,MyZan1ty,1,
21373,34900,False,MyZan1ty,1,"November 18, 2015"
21374,550,True,zoom-the-flash,2,"January 6, 2014"
21375,391540,True,ZoomZoom0,1,
21376,303210,True,ZoomZoom0,0,"October 1, 2015"
21377,730,True,-Zovix-,0,
21378,304930,True,JyizerHD,1,"July 17, 2014"
21379,8870,True,JyizerHD,1,"September 5, 2015"
21380,730,True,JyizerHD,1,
21381,248820,True,JyizerHD,1,"May 3, 2015"
21382,268750,True,JyizerHD,1,"October 3, 2014"
21383,280010,True,zsharoarkbr,1,"September 21, 2015"
21384,550,True,zsharoarkbr,1,"December 6, 2013"
21385,730,True,LtKYS,1,
21386,242050,True,LtKYS,1,"June 25, 2014"
21387,221100,True,ZukiniMuncher,1,"July 18, 2014"
21388,351090,True,zukuta,2,"May 21, 2015"
21389,730,True,zunbae,1,"June 25, 2014"
21390,332800,True,76561198079341114,1,"March 23, 2015"
21391,243470,True,Zychratic,1,"August 1, 2015"
21392,440,True,Zychratic,1,"July 6, 2015"
21393,265930,True,Zychratic,2,"August 30, 2014"
21394,105600,True,keemotherapy,1,"December 29, 2015"
21395,291550,True,keemotherapy,1,
21396,550,True,keemotherapy,1,"December 3, 2013"
21397,245170,True,keemotherapy,1,
21398,204360,True,keemotherapy,1,"December 5, 2013"
21399,417860,True,keemotherapy,1,
21400,225260,True,keemotherapy,1,"December 5, 2013"
21401,249330,True,keemotherapy,1,"June 24, 2014"
21402,268500,True,76561198042867998,2,
21403,431240,True,76561198042867998,2,
21404,200210,True,76561198050724983,0,"December 6, 2013"
21405,275850,False,76561198083985268,0,
21406,290080,False,uselessmirror56,1,"December 26, 2014"
21407,386360,True,uselessmirror56,1,
21408,218230,True,uselessmirror56,1,"March 23, 2014"
21409,230410,True,3423523425433425,1,"March 28, 2015"
21410,304930,True,Dankest-Meme,1,
21411,417860,True,Dankest-Meme,1,
21412,208090,True,Dankest-Meme,1,
21413,389570,True,Dankest-Meme,1,
21414,214850,True,Dankest-Meme,0,
21415,4000,True,Dankest-Meme,1,
21416,248570,True,Dankest-Meme,2,"April 7, 2015"
21417,39000,True,Dankest-Meme,1,"December 31, 2014"
21418,440,True,76561198101298586,1,"April 3, 2014"
21419,230410,True,76561198101298586,2,"August 6, 2015"
21420,242720,True,76561198101298586,1,"July 21, 2014"
21421,203290,True,76561198101298586,2,"March 2, 2014"
21422,203160,True,76561198074603436,2,"June 18, 2014"
21423,250180,True,76561198058894990,1,"April 29, 2014"
21424,440,True,SimonCheahYeeFei,2,"December 3, 2013"
21425,221100,True,Tydirium_762,1,"August 31, 2014"
21426,239030,True,Tydirium_762,2,"June 17, 2014"
21427,393380,True,Tydirium_762,1,"December 22, 2015"
21428,223750,True,Tydirium_762,1,
21429,219150,True,Tydirium_762,2,"June 17, 2014"
21430,35450,True,Tydirium_762,1,"July 26, 2013"
21431,242760,True,EnduringCircle,1,"December 13, 2014"
21432,208090,True,EnduringCircle,1,"May 2, 2014"
21433,72850,True,EnduringCircle,2,"December 24, 2013"
21434,218230,True,EnduringCircle,1,"September 21, 2013"
21435,301910,True,Demkriticz,1,"September 11, 2015"
21436,252490,True,76561198090486045,1,
21437,620,True,76561198090486045,1,"June 23, 2014"
21438,223470,True,76561198090486045,1,"April 9, 2014"
21439,12210,False,76561198090486045,0,"March 17, 2014"
21442,219740,True,76561198049323129,2,"October 25, 2013"
21443,730,True,76561198049323129,1,"October 30, 2015"
21444,393420,True,76561198049323129,2,
21445,231430,True,76561198049323129,2,"July 10, 2015"
21446,252490,True,john117777688888,1,"February 15, 2014"
21447,10180,False,john117777688888,1,"February 11, 2014"
21448,240,True,john117777688888,2,"December 31, 2013"
21449,24860,True,john117777688888,0,"July 28, 2013"
21450,24960,True,john117777688888,1,"July 28, 2013"
21451,300,True,john117777688888,1,"April 21, 2013"
21452,220,True,john117777688888,2,"February 13, 2013"
21453,440,False,76561198048365774,1,
21454,213610,True,aufurnitro,1,"April 21, 2014"
21455,47790,True,aufurnitro,1,"July 23, 2015"
21456,346110,True,76561198048701431,1,"June 3, 2015"
21457,271590,True,76561198048701431,2,"April 15, 2015"
21458,393380,True,76561198048701431,1,"December 18, 2015"
21459,221100,True,76561198048701431,1,"February 13, 2014"
21460,570,True,76561198062516378,1,"July 30, 2015"
21461,273350,True,62245757454,2,
21462,570,True,76561198035607780,2,"August 25, 2014"
21463,313740,True,gaboqse,1,"January 19, 2015"
21464,108800,False,gaboqse,1,
21465,252490,False,gaboqse,1,"July 7, 2015"
21466,251570,True,dragondrift,2,"May 18, 2015"
21467,17460,True,76561198059865237,2,"December 13, 2014"
21468,227940,False,76561198059865237,1,
21469,24980,True,76561198059865237,1,"August 17, 2015"
21470,378370,False,76561198084797537,0,
21471,221100,True,76561198084797537,1,"January 30, 2015"
21472,22380,True,76561198084797537,1,"July 3, 2015"
21473,251570,True,76561198084797537,1,"February 14, 2014"
21474,48700,True,76561198084797537,2,"September 24, 2013"
21475,72200,True,tsunamitad,1,"May 18, 2015"
21476,13520,True,tsunamitad,1,"July 21, 2012"
21477,7200,True,tsunamitad,1,"December 18, 2010"
21478,226980,True,tsunamitad,2,"July 9, 2013"
21479,10140,True,tsunamitad,0,"July 10, 2011"
21480,211820,True,76561198028608367,2,"December 5, 2013"
21481,107410,True,CaptainFantasy,0,"November 2, 2014"
21482,7670,True,76561197988762135,1,"July 3, 2011"
21483,22600,True,76561197988762135,1,"December 18, 2010"
21484,32470,True,dragonrage14,1,
21485,285900,False,thefreak9,1,"October 2, 2015"
21486,282440,False,thefreak9,1,"December 2, 2015"
21487,282070,True,thefreak9,1,"January 21, 2015"
21488,208090,False,thefreak9,1,"February 2, 2014"
21489,304930,True,mordredinhafofs,1,"June 21, 2015"
21490,227700,True,mordredinhafofs,1,"April 7, 2015"
21491,407530,True,76561198121764922,1,
21492,237310,True,Lunafyr,1,"December 24, 2015"
21493,244850,True,conordarley1998,2,"April 5, 2014"
21495,374040,True,76561198089610857,1,
21496,105600,True,76561198089610857,1,"February 3, 2015"
21497,40800,True,ciclaspa,1,"March 31, 2014"
21498,9420,True,76561198018026822,1,"June 24, 2014"
21499,304050,True,76561198071561558,1,"July 19, 2015"
21500,440,True,rainbinealwayscool,1,"December 28, 2015"
21501,301520,True,rainbinealwayscool,2,"April 30, 2015"
21502,4000,True,dopeywhitefrost,1,"December 29, 2013"
21503,203160,True,dopeywhitefrost,0,"December 29, 2013"
21504,105600,True,dopeywhitefrost,0,"December 29, 2013"
21505,233720,True,dopeywhitefrost,1,"December 29, 2013"
21506,221910,True,dopeywhitefrost,1,"December 29, 2013"
21507,261030,True,dopeywhitefrost,1,"December 29, 2013"
21508,440,True,76561198105239601,1,"December 23, 2013"
21509,239660,True,76561198105239601,1,"October 15, 2014"
21510,4000,True,paulomilitao,2,"February 8, 2014"
21511,271590,True,paulomilitao,1,"April 14, 2015"
21512,253430,True,paulomilitao,1,"June 19, 2014"
21513,55230,True,paulomilitao,2,"April 4, 2014"
21514,440,True,TalonsGaming,1,"January 26, 2014"
21515,550,True,TalonsGaming,1,"December 25, 2013"
21516,4000,True,TalonsGaming,2,"November 25, 2013"
21517,244850,True,TalonsGaming,0,"December 1, 2015"
21518,304050,True,76561198097747661,1,"December 23, 2015"
21519,304930,True,76561198097747661,1,
21520,49540,False,76561197987482998,1,
21521,214490,True,76561197987482998,1,
21522,203290,True,76561197987482998,2,"November 19, 2014"
21523,440,True,76561198059981483,1,"January 25, 2014"
21524,440,True,bolachadepijama,1,"May 11, 2014"
21525,207140,True,bolachadepijama,1,"February 25, 2015"
21526,381210,True,scrodobaggins,1,
21527,208090,True,scrodobaggins,1,"February 7, 2014"
21528,236390,True,UltraSpartan,1,
21529,730,True,UltraSpartan,2,"August 20, 2014"
21530,218620,True,Lordcrepper,1,"July 5, 2015"
21531,224540,True,Lordcrepper,1,"June 28, 2014"
21532,243870,False,Lordcrepper,1,"June 26, 2014"
21533,391540,True,76561198094455101,1,"November 1, 2015"
21534,393380,True,madhouseau,2,"December 15, 2015"
21535,208090,True,76561197993160547,2,"February 1, 2014"
21536,219640,True,neon10profile,1,"June 24, 2014"
21537,233610,True,vertwheeler9,1,"January 6, 2015"
21538,208650,False,vertwheeler9,1,
21539,210770,True,vertwheeler9,1,"January 1, 2015"
21540,218230,True,vertwheeler9,2,"February 18, 2014"
21541,274190,True,76561197993538123,1,"July 12, 2015"
21542,220260,True,nofeardave83,2,"September 20, 2014"
21543,313160,True,nofeardave83,2,"November 19, 2014"
21544,227300,True,nofeardave83,2,"April 12, 2014"
21545,224540,True,76561198058479647,0,"July 28, 2014"
21546,227940,False,quickkandy98,1,"March 20, 2015"
21547,391540,True,pootispentry,1,"November 10, 2015"
21548,251570,False,pootispentry,1,
21549,261030,True,Liberityneverdies,1,"February 24, 2014"
21550,4000,False,Liberityneverdies,1,"February 2, 2013"
21551,241640,True,Liberityneverdies,1,"December 16, 2013"
21552,205610,True,theavatar2006,2,"May 5, 2012"
21553,41070,True,76561197965263006,0,"June 24, 2014"
21554,218620,True,76561198050231399,1,"March 24, 2015"
21555,550,True,76561198050231399,1,"December 28, 2013"
21556,203770,True,76561198061652531,1,
21557,242920,False,76561198061652531,1,"September 26, 2015"
21558,304930,True,76561198061652531,1,"September 23, 2015"
21559,222750,True,76561198061652531,1,"May 14, 2014"
21560,218230,True,76561198061652531,1,"September 6, 2013"
21561,33310,True,Blackbirdm3,1,"December 28, 2011"
21562,296300,True,Scarffolfby,1,
21563,620,True,Scarffolfby,0,"January 13, 2014"
21564,266010,True,Scarffolfby,1,
21565,730,True,Scarffolfby,1,
21566,222880,True,Scarffolfby,1,
21567,422400,True,76561198092022514,1,
21568,218620,True,76561198092022514,2,
21569,261820,True,76561198092022514,1,"August 17, 2014"
21570,224260,True,76561198092022514,1,"February 17, 2014"
21571,387440,True,y__tho,1,
21572,252490,True,y__tho,1,
21573,72850,True,76561198043456895,0,"March 24, 2015"
21574,238090,False,Phoenix883,1,"June 29, 2014"
21575,269210,False,Phoenix883,1,"February 22, 2015"
21576,1250,True,Zilbong,2,"May 26, 2014"
21577,386360,True,5856565456564,2,
21578,32500,True,5856565456564,1,
21579,4000,True,5856565456564,2,"November 18, 2015"
21580,212630,True,5856565456564,1,"July 14, 2015"
21581,730,True,5856565456564,1,"December 11, 2013"
21582,207610,True,ittekimasu,0,"July 21, 2013"
21583,312630,True,76561198057035287,0,"May 12, 2015"
21584,304930,True,Exphia,2,
21585,24240,True,76561198070351452,1,"October 24, 2014"
21586,206500,True,Tobyrox9,1,"May 29, 2014"
21587,3830,True,Tobyrox9,2,"September 29, 2013"
21588,204880,True,Tobyrox9,1,
21589,233350,True,Tobyrox9,1,"September 24, 2014"
21590,72850,True,76561197967664049,1,"June 25, 2014"
21591,212680,True,76561198029237649,1,"June 21, 2014"
21592,4000,True,76561198084723982,1,"March 21, 2014"
21593,440,True,Ninjachiicken,1,"June 21, 2014"
21594,227300,True,SuperSalter3000,1,
21595,230410,True,SuperSalter3000,1,
21596,24240,True,SuperSalter3000,2,
21597,252950,True,SuperSalter3000,1,
21598,220200,True,SuperSalter3000,1,"June 30, 2014"
21599,2400,True,SuperSalter3000,1,
21600,203140,True,SuperSalter3000,1,
21601,38830,True,82897172842109498141289,2,"December 23, 2013"
21602,730,True,82897172842109498141289,1,
21603,440,True,76561198213789371,0,"December 3, 2015"
21604,236390,True,76561198112871140,1,
21605,306460,True,76561198112871140,2,"February 12, 2015"
21606,224260,True,76561198112871140,2,"June 28, 2015"
21607,304930,True,76561198112871140,1,"February 12, 2015"
21608,440,True,76561198112871140,2,"September 10, 2014"
21609,209870,True,76561198085125302,2,"August 14, 2014"
21610,440,True,76561198085125302,2,"April 17, 2014"
21611,108600,True,DomJBrash,1,"May 22, 2014"
21612,236390,True,DomJBrash,2,"May 24, 2014"
21613,440,True,76561198060647143,2,"February 6, 2014"
21614,221910,True,76561198060108106,1,"December 9, 2013"
21615,268830,True,76561198060108106,1,"March 20, 2014"
21616,242050,True,76561198060108106,2,"December 1, 2013"
21617,12200,True,76561198060108106,1,"February 7, 2014"
21618,239030,True,76561198060108106,1,"November 29, 2013"
21619,22380,True,76561198060108106,1,"April 4, 2014"
21620,304930,True,TheIvanloco4,1,"July 19, 2014"
21621,440,True,TheIvanloco4,2,"February 10, 2013"
21622,570,True,TheIvanloco4,1,"September 22, 2015"
21623,218230,True,TheIvanloco4,1,"September 22, 2015"
21624,244850,True,76561198061722932,1,"May 16, 2014"
21625,332500,False,Radsick,1,"July 4, 2015"
21626,10180,True,Fepa3,1,"September 7, 2014"
21627,206210,True,swiggtyswoggtythatbootyismine,2,"July 15, 2013"
21628,440,True,swiggtyswoggtythatbootyismine,1,"December 19, 2012"
21629,263280,True,Juza1011,1,"September 24, 2014"
21630,255220,True,Juza1011,1,"January 21, 2015"
21631,570,True,76561198083145098,1,"August 24, 2014"
21632,370100,False,76561198083145098,1,"September 4, 2015"
21633,730,True,76561198047051392,2,"September 29, 2015"
21634,230410,True,76561198047051392,1,"May 12, 2015"
21635,49520,True,76561198047051392,1,"February 9, 2014"
21636,219640,True,76561198047051392,2,"June 28, 2015"
21637,204360,True,76561198047051392,2,"January 23, 2014"
21638,70000,True,76561198086317601,2,"December 15, 2013"
21639,8870,True,76561198140621477,1,"June 26, 2014"
21640,17500,True,seukuka,1,"December 29, 2013"
21641,251570,True,76561198070081680,1,"March 29, 2014"
21642,288470,True,76561198093796919,2,
21643,730,True,LegendofLink2712,2,"November 1, 2014"
21644,16710,True,creamybuthole,1,"July 1, 2014"
21645,206420,True,creamybuthole,2,"December 2, 2013"
21646,65300,True,creamybuthole,2,"November 25, 2013"
21647,11230,False,creamybuthole,1,"March 9, 2014"
21648,416640,True,creamybuthole,2,"November 10, 2015"
21649,237740,True,creamybuthole,1,"July 1, 2014"
21650,570,True,creamybuthole,1,"July 1, 2014"
21651,440,False,creamybuthole,1,"July 1, 2014"
21652,221640,True,creamybuthole,1,"December 30, 2013"
21653,374570,True,lucasvx273,1,"May 29, 2015"
21654,9480,True,lucasvx273,0,"May 9, 2015"
21655,55230,True,lucasvx273,1,"May 9, 2015"
21656,730,True,lucasvx273,1,"September 5, 2012"
21657,296470,True,xlukasmx,2,
21658,222880,True,giogaming,1,"April 1, 2015"
21659,282660,True,Ne0NnNnNnNnN,2,"November 17, 2015"
21660,234710,True,epullay,2,"November 1, 2015"
21661,109600,False,PanzerGuy,0,"December 11, 2013"
21662,236390,True,PanzerGuy,1,"December 23, 2014"
21663,291480,True,PanzerGuy,1,"July 9, 2014"
21664,440,True,TeakayTK,1,"September 17, 2014"
21665,278080,True,mikolet,1,"June 24, 2014"
21666,570,False,hentai_overlord,0,"March 20, 2014"
21667,109600,True,76561198088407985,2,"February 4, 2014"
21668,206210,False,76561198088407985,0,"July 14, 2013"
21669,224260,False,76561198088407985,0,"March 2, 2014"
21670,17520,False,76561198088407985,1,"March 3, 2014"
21671,449020,True,76561198088407985,2,
21672,105600,False,76561198088407985,2,"July 17, 2015"
21673,236390,True,76561198088407985,0,"July 17, 2015"
21674,264930,True,76561198088407985,2,"April 23, 2014"
21675,17500,True,76561198088407985,1,"March 4, 2014"
21676,270550,True,76561198022820830,1,"June 25, 2014"
21677,730,False,ArmoredSheild,1,
21678,570,True,76561197997238293,1,"February 13, 2014"
21679,346110,True,76561197997238293,2,"June 14, 2015"
21680,456280,False,76561197997238293,0,
21681,299740,True,76561197997238293,1,"August 13, 2015"
21682,222900,True,76561198045032714,1,"January 16, 2015"
21683,109600,True,76561198045032714,1,"December 12, 2013"
21684,17410,True,76561198063100139,2,"June 20, 2014"
21685,72850,True,76561198063100139,2,"October 11, 2014"
21686,291480,False,calldogedoggie,1,"July 4, 2014"
21687,346110,True,calldogedoggie,2,"December 9, 2015"
21688,72850,True,calldogedoggie,2,"September 9, 2014"
21689,99900,True,calldogedoggie,1,"October 11, 2013"
21690,202970,False,calldogedoggie,1,"November 2, 2014"
21691,39000,False,calldogedoggie,0,"December 7, 2014"
21692,230410,True,calldogedoggie,1,"December 9, 2014"
21693,730,True,HungasH1ppo,1,"September 11, 2015"
21694,440,True,LORDPESADAO,2,
21695,391540,True,76561198045492271,2,
21696,218620,True,76561198043415920,2,"June 29, 2014"
21697,221100,True,76561198043415920,2,"January 21, 2014"
21698,50130,True,76561198043415920,2,"June 29, 2014"
21699,105600,False,76561198028363291,2,
21700,433340,True,76561198028363291,2,
21701,275850,True,76561198057134853,1,
21702,333930,True,oteppers,1,"June 21, 2015"
21703,34830,True,oteppers,2,"June 21, 2015"
21704,92000,True,oteppers,2,"June 21, 2015"
21705,202970,True,oteppers,2,"June 21, 2015"
21706,209650,True,oteppers,2,"June 21, 2015"
21707,208670,True,oteppers,1,"June 21, 2015"
21708,55230,True,nicolasbrendo,1,"December 31, 2012"
21709,440,True,PinkClouds,1,"August 16, 2013"
21710,209000,True,JoshuaRasnier,1,
21711,730,True,64574574574744,1,"November 15, 2013"
21712,219640,True,64574574574744,2,"July 23, 2014"
21713,268750,True,64574574574744,1,"December 12, 2014"
21714,346900,True,SilemerBall,0,"August 28, 2015"
21715,374320,True,76561198077524603,2,
21716,105600,True,dominator221,1,"December 16, 2012"
21717,250900,True,dominator221,1,"October 18, 2015"
21718,440,True,dominator221,1,"January 6, 2013"
21719,113400,True,Hattyyy,1,"May 24, 2015"
21720,218330,True,76561198073529590,1,"November 21, 2014"
21721,440,True,76561198073529590,0,"June 5, 2014"
21722,346110,True,diabloxfade,2,"November 21, 2015"
21723,240,True,diabloxfade,2,"January 13, 2015"
21724,208090,True,76561198062889343,2,"February 3, 2014"
21725,730,True,The_Eyepatch,1,"December 2, 2015"
21726,251670,True,The_Eyepatch,1,"June 27, 2014"
21727,4920,True,The_Eyepatch,0,"November 14, 2012"
21728,273350,True,Richo931,1,"February 14, 2015"
21729,215280,False,Richo931,1,"June 25, 2015"
21730,335240,False,76561198073201686,1,
21731,730,True,Timmeh99,1,"June 7, 2015"
21732,365590,False,Timmeh99,1,
21733,273940,False,dependancy,1,
21734,287980,True,dependancy,2,
21735,240,True,dependancy,1,"September 2, 2015"
21736,730,True,dependancy,1,"April 22, 2015"
21737,440,True,SWAPQKL,1,"February 15, 2015"
21738,570,True,SWAPQKL,1,"April 13, 2014"
21739,42960,True,76561198086498571,1,"January 23, 2015"
21740,8930,False,76561198086498571,2,"January 6, 2015"
21741,206420,True,76561198086498571,1,"January 3, 2015"
21742,234670,True,76561198086498571,0,"December 31, 2014"
21743,730,False,76561198086498571,1,"July 25, 2014"
21744,233270,True,76561198086498571,0,"February 22, 2014"
21745,252490,False,76561198086498571,1,"February 19, 2014"
21746,60,True,-Mad-,2,"September 14, 2013"
21747,8870,True,-Mad-,2,"October 19, 2013"
21748,440,True,j3nxxx,2,"February 18, 2015"
21749,301520,True,76561198073135203,1,"July 13, 2014"
21750,364110,True,MrSir01,1,
21751,335330,False,John_J_Rambo,1,"December 18, 2014"
21752,349700,False,John_J_Rambo,1,"October 27, 2015"
21753,391460,False,John_J_Rambo,2,
21754,317360,True,John_J_Rambo,1,"October 30, 2015"
21755,265630,True,John_J_Rambo,1,"October 28, 2015"
21756,304930,False,John_J_Rambo,1,"April 9, 2015"
21757,241640,False,John_J_Rambo,0,"January 12, 2014"
21758,374320,True,76561198086388497,1,
21759,22380,True,76561198086388497,1,
21760,219640,True,76561198086388497,1,
21761,570,True,76561198086388497,1,"September 9, 2015"
21762,203290,False,76561198015981146,1,"October 11, 2015"
21763,13140,True,76561198015981146,1,"October 11, 2015"
21764,409590,True,76561198014210785,1,
21765,368750,True,76561198014210785,1,
21766,427910,True,76561198014210785,1,
21767,259680,True,76561198014210785,1,"June 15, 2014"
21768,235360,True,76561198014210785,1,"August 4, 2013"
21769,72850,True,76561198050051190,1,"May 19, 2015"
21770,570,True,76561198094858770,1,"July 12, 2014"
21771,218620,False,76561197967609413,2,"October 16, 2015"
21772,275850,False,76561197967609413,1,
21773,225080,True,frankiesayschillax,2,"July 8, 2014"
21774,234140,True,frankiesayschillax,1,"September 2, 2015"
21775,374040,True,frankiesayschillax,2,
21776,208650,False,frankiesayschillax,1,"June 24, 2015"
21777,301750,False,archy18,1,"January 28, 2015"
21778,305980,False,archy18,1,"July 9, 2015"
21779,243470,True,archy18,1,"June 2, 2014"
21780,333930,True,76561198056818846,1,
21781,310560,True,p9359o3678657084507384650274,1,"May 22, 2015"
21783,730,False,76561198043803212,1,"April 4, 2014"
21784,620,True,76561198043803212,1,"October 24, 2012"
21785,440,True,76561198043803212,1,"December 28, 2011"
21786,40970,False,AwesomeReach,1,"October 18, 2014"
21787,268650,True,76561198028619650,1,"May 25, 2015"
21788,238090,True,76561198028619650,1,"December 16, 2014"
21789,218620,True,76561198091788480,1,"April 23, 2015"
21790,251570,True,00000000000000000001227,1,"March 12, 2014"
21791,233250,True,00000000000000000001227,1,"June 27, 2015"
21792,4000,True,00000000000000000001227,1,
21793,300,True,00000000000000000001227,2,
21794,730,True,00000000000000000001227,0,"May 14, 2014"
21795,220,True,00000000000000000001227,2,"December 21, 2013"
21796,570,True,__biscuits,1,"March 27, 2014"
21797,113020,True,__biscuits,1,"September 14, 2015"
21798,271590,True,Wangachung,2,"April 23, 2015"
21799,730,True,Wangachung,1,"January 18, 2015"
21800,304930,True,Wangachung,1,"December 8, 2014"
21801,209650,False,black-foxx,0,"July 1, 2015"
21802,238320,True,black-foxx,2,"December 12, 2014"
21803,730,True,76561198059450815,0,"October 2, 2014"
21804,440,True,76561198059450815,2,"December 6, 2012"
21805,620,True,76561198085285121,2,"January 9, 2014"
21806,730,False,76561198085285121,1,"August 8, 2015"
21807,72850,False,76561198085285121,1,"July 7, 2014"
21808,271290,True,76561198085285121,1,"February 21, 2014"
21809,4000,False,76561198085285121,1,"January 8, 2014"
21810,420,True,76561198085285121,1,"January 8, 2014"
21811,440,True,76561198085285121,0,"December 2, 2013"
21812,241540,False,76561198067429032,0,
21813,221100,True,76561198067429032,0,"September 19, 2015"
21814,305620,True,76561198067429032,1,
21815,4000,True,76561198067429032,1,
21816,730,True,76561198067429032,1,
21817,38410,True,76561198067429032,1,"October 27, 2015"
21818,40800,True,76561198067429032,0,"September 19, 2015"
21819,72850,True,76561198067429032,1,"November 14, 2014"
21820,238460,True,76561198090642401,2,"March 28, 2015"
21821,352460,True,76561198090642401,1,"July 30, 2015"
21822,219740,True,76561198090642401,1,"June 19, 2014"
21823,212800,True,76561198090642401,1,"August 9, 2013"
21824,292030,True,76561198090642401,2,
21825,223710,True,mark3888,1,"September 26, 2014"
21826,440,True,mark3888,1,"April 26, 2014"
21827,220,True,mark3888,1,"January 4, 2015"
21828,304930,True,mark3888,1,"July 20, 2014"
21829,417860,True,mark3888,1,"November 21, 2015"
21830,570,True,mark3888,1,
21831,313375,True,CharlesMcknightly,0,"December 21, 2014"
21832,302510,True,CharlesMcknightly,2,"October 19, 2014"
21833,72850,True,CharlesMcknightly,2,"November 8, 2014"
21834,236430,True,CharlesMcknightly,1,"August 8, 2014"
21835,252490,True,CharlesMcknightly,2,"February 5, 2014"
21836,273350,True,CharlesMcknightly,2,
21837,280180,True,Christian_or_Brutal,1,"May 2, 2015"
21838,222880,True,76561198256961474,2,"November 14, 2015"
21839,381210,False,76561198061834064,1,
21840,238320,True,76561198061834064,0,"October 4, 2014"
21841,224260,True,76561198061834064,0,"October 4, 2014"
21842,24240,True,76561198061834064,1,"September 22, 2014"
21843,218620,True,76561198061834064,1,"September 21, 2014"
21844,319510,True,76561198061834064,1,"September 7, 2014"
21845,233450,True,76561198132286053,2,"February 26, 2015"
21846,222880,True,76561198132286053,2,
21847,51100,True,76561198132286053,0,"December 20, 2015"
21848,24740,True,CRUVOD,2,"March 15, 2014"
21849,12360,True,CRUVOD,0,"December 16, 2013"
21850,208140,True,CRUVOD,2,"December 14, 2013"
21851,274900,False,76561198050236419,1,"October 1, 2015"
21852,264710,True,76561198050236419,1,"February 10, 2015"
21853,230410,True,76561198050236419,2,
21854,304930,True,76561198050236419,1,"November 13, 2014"
21855,357070,True,genzzii,1,
21856,373770,True,genzzii,2,
21857,421040,True,genzzii,2,
21858,8870,True,76561198049616002,2,"March 13, 2014"
21859,265300,False,76561198024826675,1,"November 14, 2014"
21860,246620,True,76561198024826675,1,"November 14, 2014"
21861,209650,False,76561198024826675,1,"November 14, 2014"
21862,237930,True,76561198024826675,1,"November 14, 2014"
21863,351970,False,76561198024826675,0,"October 20, 2015"
21864,220440,True,76561198024826675,1,"January 29, 2013"
21865,4920,True,76561198024826675,2,"January 2, 2013"
21866,218620,False,herpaderpinaderpyworld,1,"October 18, 2015"
21867,211820,True,76561198035579456,2,"January 26, 2014"
21868,730,True,76561198050543795,1,
21869,2870,False,76561198014215298,0,"August 3, 2014"
21870,246900,True,76561198018578582,2,"December 27, 2015"
21871,295110,True,inloc,1,"January 20, 2015"
21872,238460,False,76561198011004336,1,"May 3, 2015"
21873,238910,True,76561198011004336,1,"October 8, 2015"
21874,236510,True,76561198011004336,1,"September 30, 2015"
21875,13570,True,76561198011004336,2,"June 26, 2015"
21876,209000,True,76561198011004336,2,"April 3, 2015"
21877,8080,False,76561198011004336,2,"April 3, 2015"
21878,203140,True,76561198011004336,2,"December 7, 2014"
21879,6910,True,76561198011004336,2,"November 29, 2014"
21880,275490,False,76561198011004336,1,"November 29, 2014"
21881,6860,True,76561198011004336,1,"November 29, 2014"
21882,351290,True,76561198068441529,2,"September 17, 2015"
21883,295110,True,76561198068441529,2,"February 18, 2015"
21884,55110,True,76561198068441529,2,"May 6, 2014"
21885,218230,True,bobisinthehouse,1,
21886,238460,True,Eternal_Infernal,1,
21887,218620,True,Eternal_Infernal,1,"January 22, 2015"
21888,224460,True,Eternal_Infernal,2,"August 24, 2014"
21889,206500,True,76561198097177685,1,"May 2, 2015"
21890,209870,True,76561198097177685,1,"November 25, 2014"
21891,355180,True,76561198097177685,1,
21892,250600,True,76561198097177685,1,"November 29, 2014"
21893,264380,True,76561198097177685,1,"November 26, 2014"
21894,287700,True,76561198079671154,1,"December 16, 2015"
21895,107410,False,76561198079671154,1,"January 8, 2015"
21896,218620,True,76561198079671154,1,"October 28, 2013"
21897,234140,True,76561198079671154,1,
21898,237110,True,76561198079671154,1,"December 4, 2015"
21899,265630,True,76561198079671154,0,"November 28, 2015"
21900,359550,False,combatwombat893,1,
21901,204100,False,combatwombat893,1,"March 17, 2014"
21902,41010,True,DrQuaz,2,"March 8, 2014"
21903,219640,True,DrQuaz,2,"March 22, 2013"
21904,202200,True,DrQuaz,1,"September 21, 2014"
21905,3800,True,DrQuaz,0,"June 8, 2014"
21906,42990,False,DrQuaz,1,"June 8, 2014"
21907,287450,True,DrQuaz,1,"December 30, 2014"
21908,8930,True,DrQuaz,2,"December 30, 2014"
21909,221910,True,DrQuaz,1,"December 30, 2014"
21910,440,True,76561198101281530,1,
21911,440,True,Frayl,1,"January 2, 2014"
21912,550,True,76561198086687010,1,"February 2, 2014"
21913,218620,True,macintosh1122,1,"July 4, 2014"
21914,730,True,macintosh1122,1,"December 27, 2013"
21915,227940,True,Fuzz_Melon,1,"August 4, 2014"
21916,440,True,Teoh1189,1,"November 15, 2012"
21917,221100,True,76561198055894293,1,"June 29, 2014"
21918,271590,True,76561198055894293,1,"May 1, 2015"
21919,34030,False,76561198055894293,0,"July 4, 2014"
21920,730,True,76561198055894293,1,"October 26, 2015"
21921,4000,True,patpat14,1,"April 29, 2013"
21922,225840,True,patpat14,1,
21923,16730,True,patpat14,1,"May 27, 2014"
21924,17520,True,patpat14,2,"January 13, 2014"
21925,70,True,patpat14,0,"January 13, 2014"
21926,440,True,patpat14,1,"April 29, 2013"
